,Symbol,Close,Transportation_CPI,Housing_CPI,Medical_care_CPI,Education_CPI,Food_Beverges_CPI,Oil_price,Date
1900,SIVB,233.4199981689453,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1901,SYF,32.65999984741211,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1902,SNPS,80.7699966430664,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1903,SYY,58.36000061035156,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1904,TMUS,59.619998931884766,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1905,TROW,104.66999816894533,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1906,TTWO,95.91999816894533,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1907,TPR,51.47999954223633,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1908,TGT,68.9800033569336,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1909,TEL,96.91000366210938,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1910,TDY,183.52999877929688,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1911,TFX,250.0399932861328,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1912,TER,43.790000915527344,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1913,TSLA,50.49599838256836,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1914,TXN,100.6500015258789,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1915,TXT,57.650001525878906,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1916,TMO,203.13999938964844,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1917,TJX,40.27999877929688,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1918,TSCO,60.38999938964844,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1919,TT,64.50736999511719,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1920,TDG,301.07000732421875,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1921,TRV,134.83999633789062,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1922,TRMB,34.91999816894531,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1923,TFC,50.93000030517578,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1924,TWTR,28.040000915527344,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1925,TYL,204.3300018310547,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1926,TSN,68.63999938964844,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1927,USB,49.68000030517578,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1928,UDR,35.18000030517578,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1929,ULTA,203.1300048828125,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1930,UNP,133.10000610351562,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1931,UAL,66.7699966430664,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1932,UPS,103.83999633789062,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1933,URI,166.60000610351562,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1934,UNH,217.1999969482422,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1935,UHS,116.37999725341795,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1936,VLO,91.55999755859376,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1937,VTR,49.38999938964844,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1938,VRSN,115.73999786376952,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1939,VRSK,101.58999633789062,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1940,VZ,47.15999984741211,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1941,VRTX,156.30999755859375,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1942,VFC,68.85122680664062,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1943,VTRS,39.540000915527344,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1944,VICI,18.290000915527344,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1945,V,118.38999938964844,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1946,VNO,66.80000305175781,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1947,VMC,112.23999786376952,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1948,WAB,79.77999877929688,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1949,WBA,63.09999847412109,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1950,WMT,85.55000305175781,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1951,WBD,21.57999992370605,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1952,WM,83.58000183105469,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1953,WAT,195.97999572753903,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1954,WEC,62.290000915527344,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1955,WFC,51.34999847412109,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1956,WELL,53.970001220703125,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1957,WST,85.0999984741211,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1958,WDC,89.98999786376953,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1959,WRK,61.95000076293945,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1960,WY,34.61000061035156,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1961,WHR,150.4600067138672,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1962,WMB,24.530000686645508,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1963,WTW,148.99000549316406,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1964,GWW,276.6400146484375,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1965,WYNN,181.0,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1966,XEL,44.95000076293945,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1967,XYL,75.0999984741211,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1968,YUM,83.73999786376953,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1969,ZBRA,137.39999389648438,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1970,ZBH,103.30097198486328,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1971,ZION,51.369998931884766,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1972,ZTS,81.20999908447266,3.67862,2.98259,2.22536,-0.28609,1.24261,69.02,2018-04
1973,MMM,195.0200042724609,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1974,AOS,61.5099983215332,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1975,ABT,58.81999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1976,ABBV,102.06999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1977,ABMD,310.5,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1978,ACN,151.9199981689453,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1979,ATVI,67.80000305175781,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1980,ADM,45.02999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1981,ADBE,224.0800018310547,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1982,ADP,118.8000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1983,AAP,115.58000183105467,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1984,AES,12.210000038146973,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1985,AFL,45.400001525878906,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1986,A,66.23999786376953,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1987,APD,162.49000549316406,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1988,AKAM,70.83999633789062,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1989,ALK,65.44000244140625,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1990,ALB,97.62000274658205,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1991,ARE,129.41000366210938,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1992,ALGN,251.33999633789065,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1993,ALLE,77.13999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1994,LNT,42.81999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1995,ALL,98.1999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1996,GOOGL,52.03749847412109,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1997,GOOG,51.865501403808594,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1998,MO,56.02999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
1999,AMZN,79.11299896240234,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2000,AMCR,10.199999809265137,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2001,AMD,11.130000114440918,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2002,AEE,58.33000183105469,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2003,AAL,43.36000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2004,AEP,69.44000244140625,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2005,AXP,98.58000183105467,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2006,AIG,56.310001373291016,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2007,AMT,135.10000610351562,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2008,AWK,86.62999725341797,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2009,AMP,139.0500030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2010,ABC,89.19999694824219,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2011,AME,69.26000213623047,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2012,AMGN,169.27999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2013,APH,41.970001220703125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2014,ADI,88.86000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2015,ANSS,161.11000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2016,AON,142.86000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2017,APA,40.45000076293945,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2018,AAPL,42.275001525878906,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2019,AMAT,50.90999984741211,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2020,APTV,84.52999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2021,ANET,66.31749725341797,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2022,AJG,69.91000366210938,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2023,AIZ,91.83999633789062,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2024,T,24.57703971862793,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2025,ATO,86.83000183105469,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2026,ADSK,127.05999755859376,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2027,AZO,632.1599731445312,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2028,AVB,164.5500030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2029,AVY,105.47000122070312,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2030,BKR,35.63999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2031,BALL,39.2599983215332,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2032,BAC,29.950000762939453,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2033,BBWI,27.744543075561523,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2034,BAX,70.1500015258789,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2035,BDX,228.0097503662109,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2036,WRB,33.31999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2037,BRK-B,195.1100006103516,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2038,BBY,75.37999725341797,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2039,BIO,253.25,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2040,TECH,150.77999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2041,BIIB,274.6099853515625,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2042,BLK,517.969970703125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2043,BK,54.18999862670898,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2044,BA,329.5400085449219,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2045,BKNG,2179.389892578125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2046,BWA,48.540000915527344,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2047,BXP,122.66999816894533,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2048,BSX,29.479999542236328,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2049,BMY,52.68999862670898,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2050,AVGO,230.3800048828125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2051,BR,108.01000213623048,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2052,BRO,27.21999931335449,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2053,BF-B,55.4900016784668,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2054,CHRW,90.6500015258789,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2055,CDNS,40.34000015258789,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2056,CZR,40.29999923706055,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2057,CPT,86.23999786376953,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2058,CPB,40.95000076293945,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2059,COF,89.66999816894531,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2060,CAH,63.59999847412109,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2061,KMX,63.540000915527344,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2062,CCL,64.11000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2063,CTLT,41.400001525878906,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2064,CAT,144.4199981689453,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2065,CBOE,107.29000091552734,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2066,CBRE,45.79999923706055,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2067,CDW,72.37000274658203,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2068,CE,105.41999816894533,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2069,CNC,54.3849983215332,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2070,CNP,25.440000534057617,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2071,CDAY,31.479999542236328,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2072,CF,38.66999816894531,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2073,CRL,104.98999786376952,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2074,SCHW,55.61000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2075,CHTR,279.3999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2076,CVX,124.86000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2077,CMG,426.010009765625,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2078,CB,135.92999267578125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2079,CHD,46.29999923706055,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2080,CI,171.07000732421875,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2081,CINF,71.18000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2082,CTAS,172.33999633789062,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2083,CSCO,44.83000183105469,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2084,C,68.25,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2085,CFG,40.95000076293945,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2086,CTXS,104.70999908447266,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2087,CLX,116.81999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2088,CME,156.5,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2089,CMS,47.04999923706055,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2090,KO,42.59000015258789,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2091,CTSH,81.81999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2092,CL,65.0,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2093,CMCSA,32.060001373291016,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2094,CMA,94.8499984741211,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2095,CAG,36.560001373291016,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2096,COP,65.70999908447266,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2097,ED,79.94999694824219,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2098,STZ,229.67999267578125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2099,COO,230.08999633789065,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2100,CPRT,51.65999984741211,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2101,GLW,26.81999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2102,COST,196.5500030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2103,CTRA,23.96999931335449,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2104,CCI,100.86000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2105,CSX,19.950000762939453,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2106,CMI,153.27999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2107,CVS,68.0,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2108,DHI,44.2400016784668,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2109,DHR,100.88999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2110,DRI,93.3000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2111,DVA,63.119998931884766,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2112,DE,135.3699951171875,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2113,DAL,52.7400016784668,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2114,XRAY,50.63999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2115,DVN,36.20000076293945,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2116,DXCM,18.34749984741211,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2117,FANG,128.10000610351562,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2118,DLR,105.01000213623048,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2119,DFS,70.5199966430664,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2120,DISH,33.43000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2121,DIS,100.05999755859376,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2122,DG,96.54000091552734,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2123,DLTR,95.93000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2124,D,66.2699966430664,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2125,DPZ,247.67999267578125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2126,DOV,74.19224548339844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2127,DTE,89.36170196533203,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2128,DUK,79.83000183105469,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2129,DRE,27.729999542236328,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2130,DD,89.75138854980469,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2131,DXC,88.9100341796875,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2132,EMN,102.13999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2133,ETN,73.86000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2134,EBAY,37.83000183105469,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2135,ECL,147.1300048828125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2136,EIX,65.5199966430664,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2137,EW,44.1966667175293,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2138,EA,119.83000183105467,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2139,ELV,235.52999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2140,LLY,79.06999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2141,EMR,68.9800033569336,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2142,ENPH,4.059999942779541,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2143,ETR,81.2300033569336,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2144,EOG,117.55999755859376,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2145,EPAM,114.9800033569336,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2146,EFX,113.02999877929688,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2147,EQIX,423.0299987792969,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2148,EQR,62.220001220703125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2149,ESS,240.8600006103516,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2150,EL,144.92999267578125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2151,ETSY,30.31999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2152,RE,232.8999938964844,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2153,EVRG,54.04999923706055,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2154,ES,59.75,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2155,EXC,28.637659072875977,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2156,EXPE,113.5,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2157,EXPD,64.06999969482422,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2158,EXR,90.41000366210938,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2159,XOM,76.94999694824219,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2160,FFIV,164.6699981689453,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2161,FDS,188.66000366210932,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2162,FAST,24.68000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2163,FRT,117.44000244140624,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2164,FDX,244.66000366210932,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2165,FITB,33.36000061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2166,FRC,93.4800033569336,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2167,FE,33.880001068115234,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2168,FIS,99.66000366210938,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2169,FISV,71.62999725341797,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2170,FLT,210.3500061035156,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2171,FMC,69.21942901611328,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2172,F,11.260000228881836,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2173,FTNT,11.14799976348877,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2174,FTV,60.28451919555664,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2175,FBHS,55.7400016784668,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2176,BEN,33.029998779296875,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2177,FCX,14.949999809265137,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2178,GRMN,58.9900016784668,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2179,IT,122.01000213623048,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2180,GNRC,44.970001220703125,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2181,GD,197.3000030517578,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
2182,GE,108.07691955566406,5.25613,2.99762,2.44449,0.2199,1.09073,74.85,2018-05
